transcript_id,cov,fpkm,tpm
STRG.4147.1,14.771324,2.962328,1.928889
STRG.4148.1,1214.107666,243.484299,158.542267
STRG.4149.1,8.466269,1.697875,1.105554
STRG.4150.1,165.532425,33.196846,21.615784
STRG.4151.1,58.243408,11.680476,7.605621
STRG.4151.2,26.129049,5.240074,3.412019
STRG.4152.1,1.104852,0.221574,0.144275
STRG.4153.1,19.828606,3.976545,2.589286
STRG.4153.2,10.651311,2.136077,1.390884
STRG.4153.3,9.322765,1.869642,1.217398
STRG.4154.1,37.747856,7.570178,4.929243
STRG.4155.1,111.407036,22.342224,14.547906
STRG.4156.1,1.472115,0.295227,0.192234
STRG.4157.1,1.868053,0.37463,0.243937
STRG.4157.2,1.858119,0.372638,0.242639
STRG.4157.3,1.254306,0.251546,0.163792
STRG.4157.4,6.684333,1.340516,0.872863
STRG.4158.1,3.927655,0.787675,0.512886
STRG.4158.2,3.556612,0.713264,0.464434
STRG.4158.3,3.540962,0.710125,0.462391
STRG.4158.4,3.177673,0.637269,0.414951
STRG.4158.5,1.366457,0.274037,0.178437
STRG.4159.1,1.792208,0.35942,0.234033
STRG.4158.6,6.782218,1.360146,0.885645
STRG.4160.1,3.374925,0.676827,0.440709
STRG.4161.1,9.065591,1.818067,1.183815
STRG.4162.1,61.456322,12.324813,8.025173
STRG.4162.2,45.171856,9.059031,5.898694
STRG.4163.1,1.39245,0.27925,0.181831
STRG.4163.2,20.440319,4.099222,2.669166
STRG.4164.1,2.700352,0.541544,0.352621
STRG.4165.1,2.493639,0.500089,0.325628
STRG.4166.1,6.124649,1.228273,0.799777
STRG.4167.1,1.704774,0.341885,0.222615
STRG.4168.1,8.976177,1.800135,1.17214
STRG.4169.1,174.17067,34.929214,22.743793
STRG.4169.2,8.42189,1.688975,1.099759
STRG.4169.3,1.987566,0.398598,0.259543
STRG.4170.1,265.325378,53.209915,34.647083
STRG.4170.2,150.003601,30.082605,19.587976
STRG.4170.3,13.653841,2.738222,1.782965
STRG.4170.4,2.807265,0.562985,0.366582
STRG.4170.5,2.22365,0.445944,0.290372
STRG.4170.6,1.218361,0.244337,0.159098
STRG.4171.1,20.514427,4.114084,2.678843
STRG.4172.1,3.565192,0.714985,0.465555
STRG.4173.1,2.998487,0.601334,0.391553
STRG.4173.2,1.957001,0.392469,0.255552
STRG.4174.1,49.807407,9.988671,6.504019
STRG.4174.2,10.118586,2.029241,1.321319
STRG.4175.1,1.0,0.200546,0.130583
STRG.4176.1,108.292046,21.717525,14.141141
STRG.4176.2,4.244986,0.851315,0.554325
STRG.4177.1,5.389533,1.080849,0.703783
STRG.4178.1,496.044708,99.479729,64.775192
STRG.4178.2,44.957157,9.015973,5.870657
STRG.4179.1,27.345051,5.483938,3.570809
STRG.4179.2,3.637914,0.729569,0.475051
STRG.4180.1,19.283648,3.867257,2.518124
STRG.4180.2,10.463503,2.098413,1.366359
STRG.4180.3,4.634923,0.929515,0.605244
STRG.4180.4,7.368474,1.477717,0.9622
STRG.4181.1,25.730345,5.160115,3.359955
STRG.4182.1,200.665298,40.242603,26.203552
STRG.4183.1,34.712093,6.961368,4.532822
STRG.4183.2,29.234966,5.862953,3.8176
STRG.4184.1,1876.856201,376.395782,245.086212
STRG.4185.1,52.088787,10.446193,6.801929
STRG.4185.2,34.460079,6.910827,4.499914
STRG.4185.3,8.294508,1.663429,1.083125
STRG.4185.4,5.319377,1.066779,0.694622
STRG.4186.1,5.897404,1.1827,0.770103
STRG.4186.2,41.683762,8.359508,5.443206
STRG.4186.3,25.027117,5.019085,3.268125
STRG.4186.4,3.939411,0.790033,0.514422
STRG.4186.5,1.759861,0.352933,0.229809
STRG.4187.1,19.55982,3.922642,2.554187
STRG.4187.2,11.597481,2.325827,1.514438
STRG.4188.1,1983.224121,397.727448,258.976105
STRG.4188.2,33.445354,6.707328,4.367407
STRG.4188.3,9.534463,1.912097,1.245042
STRG.4189.1,76.052521,15.252021,9.931194
STRG.4189.2,15.649802,3.138504,2.043604
STRG.4189.3,12.60393,2.527667,1.645864
STRG.4189.4,6.109835,1.225302,0.797843
STRG.4189.5,2.527068,0.506793,0.329993
STRG.4189.6,2.244536,0.450132,0.293099
STRG.4190.1,1806.568237,362.299835,235.907776
STRG.4190.2,192.606506,38.626442,25.151209
STRG.4190.3,114.662399,22.995073,14.973003
STRG.4191.1,22.81011,4.574474,2.978621
STRG.4192.1,117.641518,23.592524,15.362026
STRG.4192.2,24.724741,4.958445,3.22864
STRG.4192.3,22.365446,4.485299,2.920555
STRG.4192.4,4.23553,0.849418,0.55309
STRG.4193.1,11.292671,2.264699,1.474635
STRG.4194.1,2.537715,0.508928,0.331383
STRG.4195.1,1.0,0.200546,0.130583
STRG.4196.1,1.686335,0.338188,0.220207
STRG.4197.1,2.120968,0.425351,0.276963
STRG.4198.1,4.529507,0.908374,0.591478
STRG.4199.1,5.408721,1.084697,0.706289
STRG.4200.1,46.464474,9.31826,6.067488
STRG.4200.2,44.643677,8.953106,5.829722
STRG.4200.3,9.490744,1.90333,1.239333
STRG.4200.4,4.346893,0.871751,0.567632
STRG.4201.1,5.65367,1.13382,0.738275
STRG.4202.1,1.113238,0.223255,0.14537
STRG.4203.1,7.014996,1.406829,0.916042
STRG.4204.1,55.692574,11.168918,7.272524
STRG.4204.2,12.409941,2.488763,1.620532
STRG.4204.3,2.50005,0.501375,0.326465
STRG.4205.1,1.905707,0.382182,0.248854
STRG.4206.1,18.880163,3.786339,2.465436
STRG.4207.1,1.401606,0.281086,0.183026
STRG.4208.1,1.0,0.200546,0.130583
STRG.4209.1,5.191441,1.041122,0.677916
STRG.4210.1,1.723511,0.345643,0.225062
STRG.4211.1,47.465027,9.518916,6.198143
STRG.4212.1,43.04924,8.633348,5.621515
STRG.4212.2,2.746954,0.55089,0.358707
STRG.4213.1,1.942731,0.389607,0.253688
STRG.4214.1,36.59721,7.33942,4.778987
STRG.4214.2,5.145535,1.031916,0.671921
STRG.4215.1,6.703955,1.344451,0.875425
STRG.4216.1,34.37281,6.893326,4.488518
STRG.4217.1,2.207105,0.442626,0.288211
STRG.4218.1,8.278373,1.660194,1.081018
STRG.4219.1,5.36391,1.07571,0.700437
STRG.4220.1,6.313621,1.266171,0.824454
STRG.4220.2,5.729368,1.149001,0.74816
STRG.4220.3,1.16744,0.234125,0.152448
STRG.4221.1,3.144584,0.630633,0.41063
STRG.4222.1,3.563978,0.714741,0.465396
STRG.4222.2,3.20162,0.642072,0.418078
STRG.4223.1,5.0295,1.008646,0.656769
STRG.4224.1,15.847459,3.178143,2.069415
STRG.4225.1,41.767136,8.376228,5.454093
STRG.4226.1,6.683362,1.340321,0.872736
STRG.4227.1,4.139844,0.830229,0.540595
STRG.4228.1,1.575725,0.316005,0.205763
STRG.4229.1,3.151156,0.631951,0.411489
STRG.4230.1,98.867332,19.827438,12.91043
STRG.4231.1,2.379771,0.477253,0.310759
STRG.4232.1,12.438218,2.494433,1.624224
STRG.4233.1,45.8881,9.20267,5.992223
STRG.4233.2,5.627346,1.128541,0.734838
STRG.4234.1,65.059097,13.047336,8.495636
STRG.4234.2,1.232058,0.247084,0.160886
STRG.4235.1,9.847739,1.974924,1.285951
STRG.4236.1,5.653507,1.133788,0.738254
STRG.4237.1,12.584344,2.523738,1.643306
STRG.4237.2,2.598403,0.521099,0.339308
STRG.4238.1,66.786438,13.393746,8.721198
STRG.4239.1,5.905438,1.184311,0.771152
STRG.4239.2,10.440668,2.093833,1.363378
STRG.4239.3,1.898448,0.380726,0.247906
STRG.4240.1,10.169477,2.039447,1.327965
STRG.4241.1,6.670157,1.337673,0.871012
STRG.4242.1,48.91312,9.809326,6.38724
STRG.4243.1,68.932671,13.824164,9.001461
STRG.4244.1,23.454687,4.703741,3.062792
STRG.4245.1,27.82099,5.579385,3.632959
STRG.4245.2,4.264255,0.855179,0.556841
STRG.4246.1,42.836338,8.590652,5.593714
STRG.4247.1,4.592783,0.921064,0.599741
STRG.4248.1,1.938776,0.388814,0.253172
STRG.4249.1,1.958498,0.392769,0.255747
STRG.4250.1,7.259325,1.455828,0.947947
STRG.4251.1,2.353858,0.472057,0.307375
STRG.4252.1,6.536608,1.31089,0.853572
STRG.4252.2,3.86979,0.77607,0.50533
STRG.4252.3,1.634909,0.327874,0.213492
STRG.4253.1,1499.424072,300.703339,195.799866
STRG.4253.2,83.263855,16.698225,10.872875
STRG.4253.3,4.796703,0.961959,0.62637
STRG.4254.1,470.291351,94.315002,61.412231
STRG.4255.1,321.086304,64.39254,41.928532
STRG.4256.1,4.166877,0.83565,0.544125
STRG.4257.1,1.383576,0.27747,0.180672
STRG.4258.1,13.7389,2.75528,1.794072
STRG.4259.1,241.964951,48.525078,31.5966
STRG.4259.2,1.78538,0.358051,0.233141
STRG.4260.1,2.738636,0.549222,0.35762
STRG.4261.1,1.530153,0.306866,0.199813
STRG.4262.1,11.051842,2.216402,1.443187
STRG.4263.1,1.56743,0.314342,0.20468
STRG.4264.1,15.359396,3.080264,2.005682
STRG.4265.1,4.770248,0.956654,0.622915
STRG.4266.1,1.248796,0.250441,0.163072
STRG.4267.1,6.712191,1.346102,0.876501
STRG.4267.2,2.364175,0.474126,0.308722
STRG.4268.1,50.700672,10.167812,6.620665
STRG.4269.1,13.3114,2.669547,1.738248
STRG.4270.1,4.605533,0.923621,0.601406
STRG.4271.1,23.013536,4.61527,3.005185
STRG.4272.1,31.188341,6.254694,4.072679
STRG.4272.2,1.457926,0.292381,0.190381
STRG.4273.1,6.255542,1.254523,0.81687
STRG.4274.1,1.071502,0.214885,0.13992
STRG.4275.1,1.752725,0.351502,0.228877
STRG.4276.1,39.769669,7.975644,5.193257
STRG.4277.1,2.966434,0.594906,0.387367
STRG.4277.2,2.809403,0.563414,0.366861
STRG.4278.1,1.0,0.200546,0.130583
STRG.4279.1,1.0,0.200546,0.130583
STRG.4280.1,41.634266,8.349582,5.436743
STRG.4280.2,15.380741,3.084544,2.008469
STRG.4280.3,1.374535,0.275657,0.179491
STRG.4281.1,1.0,0.200546,0.130583
STRG.4282.1,1.0,0.200546,0.130583
STRG.4283.1,52.463497,10.521339,6.85086
STRG.4284.1,13.401783,2.687673,1.75005
STRG.4284.2,6.329397,1.269335,0.826514
STRG.4285.1,10.774328,2.160747,1.406948
STRG.4286.1,19.389923,3.88857,2.532002
STRG.4287.1,3.243056,0.650382,0.423489
STRG.4288.1,32.790257,6.575951,4.281862
STRG.4288.2,6.785322,1.360768,0.88605
STRG.4289.1,91.392197,18.328329,11.934302
STRG.4290.1,14.885744,2.985275,1.943831
STRG.4291.1,9.755487,1.956423,1.273904
STRG.4292.1,10.771482,2.160177,1.406577
STRG.4292.2,1.511098,0.303044,0.197324
STRG.4292.3,1.487157,0.298243,0.194198
STRG.4293.1,1.966304,0.394334,0.256767
STRG.4294.1,4.162396,0.834751,0.54354
STRG.4295.1,1.795762,0.360133,0.234497
STRG.4295.2,1.496737,0.300164,0.195449
STRG.4296.1,211.551346,42.425751,27.625088
STRG.4296.2,4.198345,0.841961,0.548234
STRG.4297.1,31.555155,6.328257,4.120578
STRG.4298.1,5.110533,1.024896,0.667351
STRG.4298.2,1.748968,0.350748,0.228386
STRG.4299.1,27.836168,5.582429,3.634941
STRG.4300.1,21.600273,4.331846,2.820637
STRG.4301.1,5.757398,1.154623,0.75182
STRG.4302.1,17.197966,3.448981,2.245769
STRG.4302.2,3.165654,0.634859,0.413382
STRG.4302.3,2.013894,0.403878,0.262981
STRG.4302.4,1.378158,0.276384,0.179965
STRG.4303.1,18.865145,3.783327,2.463474
STRG.4303.2,1.195074,0.239667,0.156057
STRG.4304.1,3.297901,0.66138,0.430651
STRG.4305.1,1.0,0.200546,0.130583
STRG.4306.1,324.558167,65.088806,42.381901
STRG.4306.2,66.158852,13.267886,8.639246
STRG.4307.1,28.821232,5.77998,3.763574
STRG.4307.2,2.21434,0.444077,0.289156
STRG.4308.1,14.204497,2.848654,1.854871
STRG.4309.1,1.587475,0.318362,0.207298
STRG.4310.1,4.262805,0.854888,0.556651
STRG.4311.1,1.0,0.200546,0.130583
STRG.4312.1,3.231383,0.648041,0.421965
STRG.4313.1,7.592243,1.522593,0.991421
STRG.4314.1,24.761335,4.965784,3.233419
STRG.4315.1,10.903744,2.186701,1.423848
STRG.4316.1,10.858706,2.177669,1.417966
STRG.4316.2,4.923722,0.987432,0.642956
STRG.4316.3,4.032004,0.808602,0.526513
STRG.4316.4,2.410232,0.483362,0.314736
STRG.4316.5,1.684126,0.337745,0.219919
STRG.4317.1,1.72314,0.345569,0.225013
STRG.4318.1,2.401,0.481511,0.313531
STRG.4319.1,3.899802,0.782089,0.509249
STRG.4319.2,1.188632,0.238375,0.155216
STRG.4320.1,936.44635,187.800461,122.284325
STRG.4320.2,7.35895,1.475807,0.960957
STRG.4321.1,12.994468,2.605987,1.696862
STRG.4321.2,4.425617,0.887539,0.577912
STRG.4322.1,1.0,0.200546,0.130583
STRG.4323.1,2.636164,0.528672,0.344239
STRG.4324.1,6.180866,1.239547,0.807118
STRG.4325.1,5.667923,1.136679,0.740137
STRG.4326.1,44.441704,8.912601,5.803348
STRG.4327.1,4.88337,0.97934,0.637687
STRG.4327.2,2.523113,0.506,0.329477
STRG.4328.1,23.334005,4.679539,3.047033
STRG.4328.2,4.631862,0.928901,0.604844
STRG.4328.3,4.390934,0.880584,0.573383
STRG.4329.1,158.575653,31.801697,20.707344
STRG.4330.1,9.040689,1.813073,1.180564
STRG.4330.2,6.531122,1.30979,0.852856
STRG.4330.3,3.223217,0.646403,0.420899
STRG.4331.1,271.176147,54.383266,35.411098
STRG.4332.1,3.301079,0.662018,0.431066
STRG.4333.1,3.255002,0.652777,0.425049
STRG.4334.1,14.699533,2.947931,1.919515
STRG.4334.2,1.597143,0.3203,0.20856
STRG.4335.1,16.707321,3.350585,2.181698
STRG.4336.1,33.948383,6.808209,4.433095
STRG.4337.1,45.385338,9.101844,5.92657
STRG.4338.1,8.906367,1.786135,1.163023
STRG.4339.1,1.0,0.200546,0.130583
STRG.4340.1,22.216711,4.45547,2.901133
STRG.4341.1,57.267933,11.484849,7.47824
STRG.4342.1,5.044466,1.011647,0.658723
STRG.4342.2,3.971539,0.796476,0.518617
STRG.4342.3,2.913627,0.584316,0.380471
STRG.4343.1,7.804878,1.565236,1.019187
STRG.4344.1,233.139755,46.755219,30.444176
STRG.4344.2,35.33514,7.086317,4.614182
STRG.4345.1,3.744541,0.750952,0.488975
STRG.4346.1,1.921376,0.385324,0.2509
STRG.4347.1,1.077047,0.215997,0.140644
STRG.4348.1,4.265966,0.855522,0.557064
STRG.4349.1,48.348686,9.69613,6.313535
STRG.4350.1,1.289075,0.258519,0.168332
STRG.4351.1,11.216474,2.249418,1.464685
STRG.4352.1,45.62561,9.150029,5.957946
STRG.4352.2,9.30116,1.865309,1.214577
STRG.4352.3,7.046053,1.413057,0.920097
STRG.4352.4,5.074618,1.017694,0.662661
STRG.4352.5,7.206948,1.445324,0.941108
STRG.4352.6,5.377615,1.078459,0.702227
STRG.4353.1,4.72,0.946577,0.616354
STRG.4354.1,1.486385,0.298088,0.194097
STRG.4354.2,1.481211,0.297051,0.193422
STRG.4354.3,15.293573,3.067063,1.997086
STRG.4355.1,89.927155,18.034521,11.74299
STRG.4355.2,11.719896,2.350377,1.530424
STRG.4356.1,18.689177,3.748037,2.440496
STRG.4357.1,2.04108,0.40933,0.266531
STRG.4356.2,2.167002,0.434583,0.282974
STRG.4358.1,25.743683,5.16279,3.361697
STRG.4358.2,21.069109,4.225323,2.751275
STRG.4358.3,6.917378,1.387252,0.903295
STRG.4358.4,1.255765,0.251839,0.163982
STRG.4358.5,1.013419,0.203237,0.132336
STRG.4359.1,2.337687,0.468814,0.305263
STRG.4360.1,2.07686,0.416506,0.271203
STRG.4361.1,101.377815,20.330906,13.238257
STRG.4361.2,45.961578,9.217405,6.001818
STRG.4361.3,1.11309,0.223226,0.145351
STRG.4362.1,6.175653,1.238502,0.806438
STRG.4363.1,1.185043,0.237656,0.154747
STRG.4364.1,1.0,0.200546,0.130583
STRG.4365.1,5.12466,1.02773,0.669195
STRG.4365.2,9.572786,1.919783,1.250047
STRG.4366.1,7.646204,1.533415,0.998467
STRG.4367.1,15.581645,3.124835,2.034704
STRG.4368.1,6.008155,1.204911,0.784565
STRG.4368.2,2.116923,0.42454,0.276435
STRG.4368.3,2.092625,0.419667,0.273262
STRG.4368.4,1.086436,0.21788,0.14187
STRG.4369.1,2.165072,0.434196,0.282722
STRG.4370.1,2.863561,0.574275,0.373933
STRG.4371.1,19.032427,3.816875,2.485318
STRG.4371.2,5.774314,1.158015,0.754029
STRG.4372.1,11.786876,2.36381,1.53917
STRG.4373.1,133.160583,26.704809,17.388559
STRG.4373.2,69.679787,13.973994,9.099021
STRG.4373.3,18.697067,3.74962,2.441526
STRG.4373.4,8.878169,1.78048,1.159341
STRG.4373.5,2.723651,0.546217,0.355664
STRG.4373.6,1.723316,0.345604,0.225036
STRG.4373.7,1.722162,0.345373,0.224886
STRG.4373.8,73.59687,14.75955,9.610528
STRG.4374.1,2082.265381,417.589783,271.909241
STRG.4375.1,9.010904,1.8071,1.176674
STRG.4375.2,393271.3125,78868.945312,51354.695312
STRG.4375.3,6.910235,1.385819,0.902362
STRG.4376.1,65.209816,13.07756,8.515318
STRG.4376.2,38.307152,7.682342,5.002277
STRG.4377.1,2952.01416,592.014282,385.483948
STRG.4378.1,22.814493,4.575353,2.979194
STRG.4379.1,39.989941,8.019818,5.222021
STRG.4380.1,16.554268,3.31989,2.161712
STRG.4380.2,1.273545,0.255404,0.166304
STRG.4381.1,9.212119,1.847453,1.20295
STRG.4381.2,5.84055,1.171298,0.762679
STRG.4381.3,1.415232,0.283819,0.184806
STRG.4381.4,2.217985,0.444808,0.289632
STRG.4382.1,1.405573,0.281882,0.183544
STRG.4383.1,9.040769,1.813089,1.180574
STRG.4383.2,1.861352,0.373286,0.243062
STRG.4384.1,5.096993,1.022181,0.665583
STRG.4385.1,17.269192,3.463266,2.255069
STRG.4386.1,2.881985,0.57797,0.376339
STRG.4387.1,100.940292,20.243162,13.181125
STRG.4388.1,49.002163,9.827183,6.398868
STRG.4389.1,30.091934,6.034814,3.929506
STRG.4389.2,4.993382,1.001402,0.652053
STRG.4389.3,4.466795,0.895797,0.583289
STRG.4390.1,1.540948,0.309031,0.201222
STRG.4391.1,19.587406,3.928174,2.55779
STRG.4392.1,85.161995,17.078888,11.12074
STRG.4393.1,1.644826,0.329863,0.214787
STRG.4394.1,2.759935,0.553494,0.360402
STRG.4395.1,289.307617,58.019455,37.778763
STRG.4396.1,1.433849,0.287553,0.187237
STRG.4397.1,17.157736,3.440913,2.240515
STRG.4397.2,14.100603,2.827818,1.841304
STRG.4398.1,1.463639,0.293527,0.191127
STRG.4399.1,106.025131,21.262905,13.845119
STRG.4400.1,3.18929,0.639599,0.416468
STRG.4401.1,3.144205,0.630557,0.410581
STRG.4402.1,17.306192,3.470686,2.259901
STRG.4403.1,5.365432,1.076015,0.700636
STRG.4404.1,1.342632,0.269259,0.175325
STRG.4405.1,1.93719,0.388496,0.252965
STRG.4405.2,8.228803,1.650253,1.074545
STRG.4405.3,4.943259,0.99135,0.645507
STRG.4406.1,1.0,0.200546,0.130583
STRG.4407.1,1.530252,0.306886,0.199825
STRG.4408.1,11.69958,2.346303,1.527771
STRG.4408.2,2.013417,0.403783,0.262919
STRG.4409.1,2.342711,0.469821,0.305919
STRG.4410.1,5.165244,1.035868,0.674495
STRG.4411.1,11.665603,2.339489,1.523334
STRG.4412.1,9.245084,1.854064,1.207254
STRG.4412.2,2.223749,0.445964,0.290385
STRG.4413.1,5.840981,1.171385,0.762735
STRG.4414.1,12.617472,2.530382,1.647632
STRG.4415.1,2.45614,0.492569,0.320731
STRG.4416.1,2.143629,0.429896,0.279922
STRG.4417.1,16.995649,3.408408,2.219349
STRG.4417.2,4.337615,0.869891,0.56642
STRG.4418.1,1.662993,0.333506,0.217159
STRG.4419.1,17.345665,3.478602,2.265055
STRG.4420.1,2.267432,0.454724,0.296089
STRG.4421.1,5.326856,1.068279,0.695599
STRG.4422.1,5.428862,1.088736,0.708919
STRG.4423.1,16.366369,3.282208,2.137176
STRG.4424.1,8.722667,1.749295,1.139035
STRG.4425.1,50.577526,10.143115,6.604584
STRG.4425.2,9.088887,1.822739,1.186858
STRG.4426.1,5.336088,1.070131,0.696804
STRG.4427.1,2.566968,0.514795,0.335203
STRG.4427.2,1.780554,0.357083,0.232511
STRG.4427.3,1.0,0.200546,0.130583
STRG.4428.1,1.271633,0.255021,0.166054
STRG.4429.1,7.144861,1.432873,0.933
STRG.4429.2,4.241686,0.850653,0.553894
STRG.4430.1,6.699766,1.343611,0.874878
STRG.4431.1,2.553046,0.512003,0.333385
STRG.4431.2,1.444113,0.289611,0.188577
STRG.4432.1,637.376953,127.823326,83.230835
STRG.4433.1,38.611473,7.743372,5.042017
STRG.4434.1,4.510401,0.904542,0.588983
STRG.4434.2,3.442689,0.690417,0.449558
STRG.4435.1,10.237125,2.053014,1.336798
STRG.4436.1,6.165658,1.236497,0.805132
STRG.4437.1,88.208954,17.689945,11.518622
STRG.4437.2,14.982375,3.004654,1.956449
STRG.4438.1,20.212244,4.053483,2.639383
STRG.4439.1,33.123486,6.642779,4.325377
STRG.4440.1,1.941292,0.389318,0.2535
STRG.4441.1,2.539726,0.509332,0.331646
STRG.4442.1,2.198664,0.440933,0.287109
STRG.4443.1,1.956776,0.392423,0.255522
STRG.4444.1,10.168895,2.03933,1.327889
STRG.4445.1,2.670157,0.535489,0.348678
STRG.4446.1,3.086314,0.618948,0.403021
STRG.4447.1,56.56506,11.34389,7.386456
STRG.4448.1,3.367417,0.675322,0.439729
STRG.4448.2,4.415018,0.885414,0.576528
STRG.4449.1,22.221716,4.456474,2.901787
STRG.4450.1,18.987579,3.807881,2.479462
STRG.4451.1,3.332981,0.668416,0.435232
STRG.4452.1,133.567673,26.786449,17.441717
STRG.4452.2,4.969773,0.996668,0.64897
STRG.4453.1,1.4798,0.296768,0.193237
STRG.4454.1,9.942938,1.994015,1.298382
STRG.4455.1,4.853242,0.973298,0.633753
STRG.4456.1,560.133484,112.332474,73.144119
STRG.4457.1,4.949583,0.992619,0.646333
STRG.4458.1,19.78672,3.968146,2.583817
STRG.4459.1,61.004757,12.234253,7.966207
STRG.4460.1,1.0,0.200546,0.130583
STRG.4461.1,64.296654,12.89443,8.396073
STRG.4461.2,19.46888,3.904404,2.542312
STRG.4461.3,6.553118,1.314201,0.855728
STRG.4461.4,3.802448,0.762565,0.496536
STRG.4462.1,6.938038,1.391395,0.905992
STRG.4463.1,1.0,0.200546,0.130583
STRG.4464.1,3.351067,0.672043,0.437594
STRG.4465.1,3.912325,0.784601,0.510885
STRG.4466.1,1.474055,0.295616,0.192487
STRG.4467.1,1.858202,0.372655,0.24265
STRG.4468.1,1.0,0.200546,0.130583
STRG.4469.1,1.0,0.200546,0.130583
STRG.4470.1,14.489194,2.905748,1.892048
STRG.4471.1,1.155784,0.231788,0.150926
STRG.4472.1,1.0,0.200546,0.130583
STRG.4473.1,2.937794,0.589163,0.383627
STRG.4474.1,7.679625,1.540117,1.002831
STRG.4474.2,3.29429,0.660656,0.43018
STRG.4474.3,2.448501,0.491037,0.319734
STRG.4474.4,1.741678,0.349286,0.227434
STRG.4475.1,7.576786,1.519493,0.989402
STRG.4475.2,5.651567,1.133399,0.738001
STRG.4475.3,3.389913,0.679833,0.442666
STRG.4475.4,2.496421,0.500647,0.325991
STRG.4476.1,282.882935,56.73101,36.939808
STRG.4477.1,4.388134,0.880022,0.573017
STRG.4478.1,1.42815,0.28641,0.186493
STRG.4479.1,117.22403,23.508799,15.307509
STRG.4479.2,2.078792,0.416893,0.271456
STRG.4480.1,9.643032,1.933871,1.25922
STRG.4481.1,1.862923,0.373602,0.243267
STRG.4482.1,2.604434,0.522309,0.340096
STRG.4483.1,3.529703,0.707867,0.460921
STRG.4484.1,10.999684,2.205941,1.436376
STRG.4485.1,3.138686,0.629451,0.40986
STRG.4486.1,2.350267,0.471336,0.306906
STRG.4487.1,5.716094,1.146339,0.746427
STRG.4488.1,3.420469,0.685961,0.446656
STRG.4489.1,20.670216,4.145327,2.699187
STRG.4490.1,4.472896,0.897021,0.584086
STRG.4490.2,2.053509,0.411823,0.268154
STRG.4491.1,6.185915,1.24056,0.807778
STRG.4492.1,4.963756,0.995461,0.648184
STRG.4493.1,1.821188,0.365232,0.237817
STRG.4494.1,10.301512,2.065926,1.345206
STRG.4495.1,14.484381,2.904783,1.891419
STRG.4496.1,13.24278,2.655785,1.729287
STRG.4496.2,4564.375,915.366638,596.031494
STRG.4497.1,59.053375,11.842912,7.711389
STRG.4497.2,40.106068,8.043107,5.237185
STRG.4498.1,1.0,0.200546,0.130583
STRG.4499.1,2.932179,0.588036,0.382894
STRG.4500.1,1.808325,0.362652,0.236137
STRG.4501.1,7.037803,1.411402,0.91902
STRG.4501.2,3.041025,0.609865,0.397107
STRG.4501.3,6.674281,1.3385,0.87155
STRG.4502.1,41.667953,8.356337,5.441142
STRG.4503.1,1.0,0.200546,0.130583
STRG.4504.1,7.403042,1.48465,0.966714
STRG.4505.1,19.370056,3.884585,2.529407
STRG.4506.1,4.130769,0.828409,0.53941
STRG.4507.1,1.383648,0.277485,0.180681
STRG.4508.1,57.13752,11.458695,7.46121
STRG.4509.1,3.761714,0.754396,0.491217
STRG.4510.1,1.230958,0.246864,0.160743
STRG.4511.1,31.816116,6.380591,4.154656
STRG.4512.1,5.170138,1.03685,0.675134
STRG.4513.1,1.829936,0.366986,0.238959
STRG.4514.1,27.274302,5.469749,3.56157
STRG.4515.1,3.84887,0.771875,0.502598
STRG.4516.1,18.765697,3.763384,2.450488
STRG.4517.1,14.519751,2.911876,1.896038
STRG.4518.1,1.367847,0.274316,0.178618
STRG.4518.2,8.231129,1.650719,1.074849
STRG.4518.3,6.654425,1.334518,0.868957
STRG.4518.4,2.718654,0.545215,0.355011
STRG.4518.5,1.083279,0.217247,0.141458
STRG.4519.1,3.014944,0.604635,0.393702
STRG.4519.2,8.093824,1.623183,1.056919
STRG.4520.1,110.841614,22.22883,14.474072
STRG.4520.2,7.370014,1.478026,0.962401
STRG.4521.1,19.32682,3.875915,2.523761
STRG.4522.1,27.308268,5.476561,3.566006
STRG.4523.1,2.414359,0.48419,0.315275
STRG.4523.2,11.9372,2.393956,1.5588
STRG.4524.1,8249.533203,1654.410034,1077.251953
STRG.4524.2,6.289615,1.261357,0.821319
STRG.4525.1,4.276212,0.857577,0.558402
STRG.4526.1,10.208018,2.047176,1.332997
STRG.4526.2,2.417562,0.484832,0.315693
STRG.4527.1,66.039078,13.243866,8.623606
STRG.4528.1,34.213547,6.861386,4.467721
STRG.4529.1,8.549319,1.714531,1.116399
STRG.4530.1,1.221828,0.245033,0.15955
STRG.4530.2,4.857407,0.974133,0.634297
STRG.4531.1,41.502987,8.323254,5.4196
STRG.4531.2,8.918032,1.788475,1.164547
STRG.4531.3,6.719629,1.347594,0.877472
STRG.4531.4,1.582543,0.317373,0.206654
STRG.4532.1,27.178537,5.450544,3.549065
STRG.4532.2,5.254752,1.053819,0.686183
STRG.4532.3,3.832606,0.768613,0.500475
STRG.4533.1,24.800663,4.973671,3.238554
STRG.4534.1,138.012527,27.677845,18.022142
STRG.4534.2,33.153706,6.648839,4.329323
STRG.4534.3,19.877758,3.986403,2.595705
STRG.4535.1,1.396509,0.280064,0.182361
STRG.4536.1,1294.786865,259.664185,169.077637
STRG.4536.2,165.414215,33.173141,21.600346
STRG.4537.1,4.758538,0.954305,0.621386
STRG.4538.1,1.853921,0.371796,0.242091
STRG.4539.1,4.537932,0.910064,0.592578
STRG.4540.1,2.304316,0.462121,0.300905
